"","idno","stfdem","cntry","SatEcon","incpart","Female","AgeResp","Unemp","Religiosity","SocTrust","LRSP","IncDec","YearsEdu","Crtsame","fairelcc","cttresa","fairelc","gvexpdc","Poverty","Inequality"
"1",847,1,"AL",2,1,1,54,0,10,4,8,2,16,2,4,10,10,10,5.65685424949238,4.94974746830583
"2",729,0,"AL",0,0,1,29,0,10,0,0,2,6,0,0,10,10,10,7.07106781186548,7.07106781186548
"3",577,4,"AL",0,0,2,26,0,5,0,5,1,12,0,0,10,7,10,6.36396103067893,7.07106781186548
"4",643,6,"AL",1,0,2,16,0,8,3.66666666666667,4,5,10,0,3,10,10,10,7.07106781186548,2.12132034355964
"5",1173,5,"AL",0,0,1,53,1,8,2.33333333333333,9,1,8,5,7,10,10,10,2.12132034355964,5.65685424949238
"6",495,0,"AL",0,0,1,58,1,10,2.66666666666667,5,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"7",584,6,"AL",5,0,2,17,0,4,3,10,5,12,6,7,9,8,10,4.24264068711928,4.24264068711928
"8",1111,10,"AL",3,0,1,28,0,7,2.33333333333333,8,6,12,1,0,10,10,8,6.36396103067893,3.53553390593274
"9",787,0,"AL",1,0,2,24,1,5,5,3,3,15,0,1,10,10,9,7.07106781186548,7.07106781186548
"10",886,0,"AL",0,0,2,20,1,9,0,0,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"11",1231,3,"AL",2,1,1,33,0,9,5,10,1,18,0,0,10,10,10,6.36396103067893,7.07106781186548
"12",1044,4,"AL",5,0,2,18,0,6,3.33333333333333,0,7,11,1,3,10,10,10,7.07106781186548,7.07106781186548
"13",927,5,"AL",0,1,1,35,1,10,0.666666666666667,10,1,8,0,6,10,10,10,3.53553390593274,3.53553390593274
"14",125,2,"AL",3,0,1,24,0,7,7.66666666666667,0,6,17,1,3,10,10,10,6.36396103067893,5.65685424949238
"15",1178,2,"AL",4,1,1,27,0,7,5.66666666666667,6,4,12,7,2,10,10,10,4.24264068711928,4.94974746830583
"16",709,5,"AL",0,1,2,18,1,6,4.33333333333333,10,1,6,0,5,10,10,10,7.07106781186548,0
"17",807,6,"AL",8,0,1,70,0,3,2,0,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"18",536,2,"AL",0,1,2,35,1,2,3.33333333333333,6,1,12,0,6,10,10,10,7.07106781186548,7.07106781186548
"19",1130,4,"AL",3,1,1,47,0,3,2.33333333333333,5,3,14,2,7,10,10,10,3.53553390593274,3.53553390593274
"20",1185,4,"AL",5,0,1,26,0,6,5,3,4,17,4,4,10,10,10,4.24264068711928,2.12132034355964
"21",809,5,"AL",5,0,1,60,0,4,0,0,2,12,0,4,10,10,10,7.07106781186548,5.65685424949238
"22",920,2,"AL",0,0,2,47,1,5,1.66666666666667,8,1,8,0,4,10,10,10,7.07106781186548,7.07106781186548
"23",644,2,"AL",0,0,2,30,1,10,1.66666666666667,10,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"24",534,4,"AL",3,0,1,61,1,7,6.66666666666667,0,3,15,4,7,10,10,10,7.07106781186548,7.07106781186548
"25",453,5,"AL",6,1,1,37,1,5,8.66666666666667,7,4,12,8,8,10,9,9,1.4142135623731,0
"26",441,7,"AL",6,0,2,19,0,10,4,5,3,13,6,0,10,10,7,3.53553390593274,0.707106781186548
"27",1093,3,"AL",2,0,2,74,0,10,3,6,1,7,2,10,10,10,10,1.4142135623731,0.707106781186548
"28",853,3,"AL",1,0,1,68,0,5,3.66666666666667,0,5,11,0,0,10,10,9,4.94974746830583,4.94974746830583
"29",273,0,"AL",2,1,1,43,1,10,0,7,2,12,0,0,10,10,6,7.07106781186548,6.36396103067893
"30",876,6,"AL",6,1,1,58,0,10,0,10,7,8,5,6,10,10,8,3.53553390593274,3.53553390593274
"31",602,7,"AL",5,0,2,40,0,10,4,5,2,12,6,9,10,10,10,4.24264068711928,2.12132034355964
"32",245,5,"AL",3,0,1,20,0,5,2.66666666666667,5,1,15,1,0,10,10,10,5.65685424949238,6.36396103067893
"33",218,0,"AL",3,0,1,67,0,10,3.33333333333333,3,1,7,0,3,10,0,10,5.65685424949238,7.07106781186548
"34",581,5,"AL",0,1,2,30,0,10,5.66666666666667,8,5,8,0,0,10,10,8,7.07106781186548,7.07106781186548
"35",518,4,"AL",6,0,2,16,0,8,5,5,2,11,1,10,10,10,10,6.36396103067893,4.24264068711928
"36",902,7,"AL",3,0,1,34,1,10,2,5,1,5,3,0,10,10,10,4.94974746830583,7.07106781186548
"37",1022,0,"AL",0,0,1,27,1,10,4,0,1,8,7,0,10,10,10,7.07106781186548,0
"38",705,5,"AL",1,1,2,26,0,5,4,10,6,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"39",551,1,"AL",1,0,2,36,0,4,4.33333333333333,5,3,12,2,1,10,9,10,5.65685424949238,4.94974746830583
"40",507,3,"AL",2,0,1,69,0,9,3.66666666666667,1,2,12,1,1,10,9,10,6.36396103067893,5.65685424949238
"41",99,6,"AL",5,1,2,65,0,10,7.66666666666667,10,2,4,10,8,10,8,8,0,0
"42",525,6,"AL",3,0,2,34,0,10,4.66666666666667,5,7,12,5,5,10,10,10,7.07106781186548,0.707106781186548
"43",952,7,"AL",6,0,2,20,0,7,5.33333333333333,5,1,12,6,3,10,10,8,2.82842712474619,0.707106781186548
"44",1203,3,"AL",0,0,1,33,1,10,1.33333333333333,0,1,8,0,0,10,10,10,5.65685424949238,6.36396103067893
"45",1204,5,"AL",5,0,2,39,1,5,5,5,3,16,5,3,5,5,5,0,0
"46",297,5,"AL",1,0,1,55,0,9,1.66666666666667,10,2,10,2,10,10,10,10,3.53553390593274,3.53553390593274
"47",851,5,"AL",0,0,2,75,0,10,2,7,1,0,0,8,10,10,10,2.12132034355964,5.65685424949238
"48",545,3,"AL",2,0,1,76,0,8,3.66666666666667,5,2,8,1,7,10,10,10,6.36396103067893,4.94974746830583
"49",275,7,"AL",10,0,2,17,0,9,6.33333333333333,7,7,11,3,5,10,8,10,3.53553390593274,2.82842712474619
"50",85,7,"AL",7,1,2,62,0,10,4.66666666666667,10,1,0,10,10,10,7,10,0,2.12132034355964
"51",578,3,"AL",0,0,2,41,0,9,4.33333333333333,4,1,8,1,2,10,10,10,6.36396103067893,6.36396103067893
"52",757,0,"AL",0,0,2,41,0,6,3.66666666666667,5,1,8,1,8,5,5,5,0,1.4142135623731
"53",361,0,"AL",0,0,1,63,1,10,0,5,1,16,0,0,10,10,10,7.07106781186548,5.65685424949238
"54",168,0,"AL",0,0,1,27,0,10,1.33333333333333,5,4,12,0,1,10,10,10,7.07106781186548,7.07106781186548
"55",520,0,"AL",0,0,2,22,0,9,3,3,3,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"56",87,0,"AL",0,0,2,63,0,10,6.66666666666667,0,3,12,0,0,10,10,10,7.07106781186548,0.707106781186548
"57",58,6,"AL",5,1,1,18,0,5,6,8,4,11,3,4,10,10,8,2.12132034355964,2.12132034355964
"58",248,4,"AL",5,0,2,17,0,7,5.33333333333333,3,2,11,3,4,10,10,10,3.53553390593274,2.82842712474619
"59",268,2,"AL",0,0,1,51,0,5,3.66666666666667,2,1,8,1,2,10,10,10,7.07106781186548,7.07106781186548
"60",36,5,"AL",3,0,2,55,0,10,3.66666666666667,4,7,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"61",819,8,"AL",6,1,2,41,1,10,5,10,4,12,8,10,10,10,10,3.53553390593274,0
"62",416,3,"AL",5,0,1,51,1,8,0,3,1,8,0,4,10,10,10,7.07106781186548,5.65685424949238
"63",309,0,"AL",5,1,1,53,0,8,5,8,2,12,3,3,10,10,10,4.94974746830583,2.82842712474619
"64",276,0,"AL",2,0,2,60,0,5,0,0,4,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"65",1186,6,"AL",5,1,1,84,0,7,4,8,1,13,3,5,10,10,10,4.94974746830583,4.94974746830583
"66",1221,10,"AL",0,0,1,19,0,5,3.66666666666667,0,9,11,10,5,10,10,10,7.07106781186548,0
"67",632,6,"AL",5,0,2,36,0,9,6,4,2,16,0,3,10,10,10,5.65685424949238,4.94974746830583
"68",676,0,"AL",3,1,1,33,0,5,1,6,4,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"69",501,2,"AL",2,0,2,38,0,9,4.33333333333333,1,2,12,1,5,10,9,10,5.65685424949238,4.94974746830583
"70",1084,6,"AL",5,0,2,53,0,10,1.33333333333333,5,1,8,5,6,10,10,9,7.07106781186548,3.53553390593274
"71",1024,2,"AL",2,0,2,48,1,5,3.33333333333333,0,1,12,5,3,10,10,10,4.94974746830583,4.94974746830583
"72",388,0,"AL",2,0,1,20,1,10,6.66666666666667,10,1,6,10,10,0,10,10,7.07106781186548,0
"73",767,0,"AL",0,0,1,31,0,10,2.33333333333333,5,3,12,5,0,10,10,10,7.07106781186548,7.07106781186548
"74",395,9,"AL",9,1,1,16,0,9,6,9,4,11,6,7,10,10,10,2.12132034355964,1.4142135623731
"75",539,4,"AL",2,0,2,27,0,10,5,6,1,17,3,2,10,10,9,4.94974746830583,4.94974746830583
"76",1152,7,"AL",5,0,2,39,0,8,3.33333333333333,7,3,8,2,3,10,10,10,4.24264068711928,3.53553390593274
"77",355,5,"AL",0,1,2,18,0,7,3.33333333333333,10,6,12,2,7,10,10,10,4.94974746830583,7.07106781186548
"78",1192,4,"AL",3,0,1,15,0,5,3.33333333333333,10,7,8,10,0,10,10,10,7.07106781186548,3.53553390593274
"79",1072,4,"AL",3,0,1,63,1,3,2,0,1,12,0,4,10,10,10,4.94974746830583,7.07106781186548
"80",224,8,"AL",5,0,1,62,0,8,7.33333333333333,0,6,11,2,1,10,10,10,2.82842712474619,2.82842712474619
"81",993,7,"AL",5,0,1,71,0,6,6.66666666666667,0,2,12,4,5,10,10,10,3.53553390593274,3.53553390593274
"82",861,2,"AL",0,0,2,31,0,10,3.33333333333333,5,5,12,0,0,10,10,10,5.65685424949238,1.4142135623731
"83",1228,3,"AL",2,0,1,18,0,5,4.33333333333333,5,4,10,2,7,10,10,10,5.65685424949238,2.12132034355964
"84",371,5,"AL",4,0,1,64,0,10,5.66666666666667,5,2,8,3,5,10,10,10,6.36396103067893,4.94974746830583
"85",1233,0,"AL",0,0,2,55,0,4,2,5,4,14,0,3,10,10,10,6.36396103067893,5.65685424949238
"86",500,10,"AL",10,1,1,75,0,10,7,10,5,16,0,10,5,10,10,0,1.4142135623731
"87",947,0,"AL",0,1,1,74,0,10,4.33333333333333,10,2,4,3,7,10,10,10,3.53553390593274,4.94974746830583
"88",1089,1,"AL",3,0,1,57,0,2,1.66666666666667,0,3,16,1,2,10,10,10,5.65685424949238,4.94974746830583
"89",856,2,"AL",5,0,2,19,1,10,5,10,3,9,2,7,10,10,10,6.36396103067893,2.82842712474619
"90",3,2,"AL",0,1,2,66,0,3,4.66666666666667,5,2,12,4,0,10,10,10,4.94974746830583,4.94974746830583
"91",390,4,"AL",4,0,2,27,1,5,4,5,6,7,4,5,7,4,10,4.24264068711928,1.4142135623731
"92",941,2,"AL",0,0,1,31,0,10,1.33333333333333,5,2,16,0,0,10,10,10,7.07106781186548,7.07106781186548
"93",1082,10,"AL",1,0,1,23,1,10,1.66666666666667,5,1,13,0,2,0,10,10,7.07106781186548,2.82842712474619
"94",526,5,"AL",5,0,2,67,0,6,4.66666666666667,5,6,9,1,0,10,10,10,7.07106781186548,5.65685424949238
"95",1182,7,"AL",5,0,2,21,1,8,4.66666666666667,3,3,14,5,5,10,10,10,4.94974746830583,3.53553390593274
"96",1027,1,"AL",0,0,2,56,1,10,1.33333333333333,0,1,4,0,0,9,10,8,7.07106781186548,0.707106781186548
"97",486,6,"AL",7,0,1,65,0,10,1.66666666666667,2,7,12,6,1,10,10,10,2.12132034355964,2.12132034355964
"98",481,8,"AL",5,0,2,21,0,10,4.66666666666667,10,1,9,10,10,10,10,10,4.94974746830583,4.94974746830583
"99",583,8,"AL",5,0,2,49,0,1,5.33333333333333,5,1,8,1,0,10,10,10,5.65685424949238,7.07106781186548
"100",290,4,"AL",0,0,2,22,1,5,1.33333333333333,0,2,12,8,5,10,10,10,4.24264068711928,4.94974746830583
"101",1036,10,"AL",8,1,2,48,1,6,2.66666666666667,10,5,12,0,9,10,10,10,2.12132034355964,0.707106781186548
"102",264,2,"AL",0,0,1,40,1,4,5.33333333333333,0,2,12,0,0,10,10,2,7.07106781186548,6.36396103067893
"103",477,5,"AL",3,0,1,16,0,7,4.33333333333333,7,2,9,2,2,10,10,9,4.94974746830583,3.53553390593274
"104",918,4,"AL",1,0,1,53,0,1,1,1,6,14,0,0,10,10,10,7.07106781186548,7.07106781186548
"105",860,0,"AL",0,0,2,73,0,8,3.5,3,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"106",124,1,"AL",2,0,1,18,0,3,4.66666666666667,2,4,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"107",564,0,"AL",4,0,1,21,1,3,1.66666666666667,5,2,10,3,0,10,10,10,7.07106781186548,6.36396103067893
"108",243,1,"AL",0,0,1,73,0,7,1.66666666666667,2,1,4,0,0,10,10,6,7.07106781186548,4.94974746830583
"109",641,3,"AL",3,0,2,60,0,2,2,3,2,12,4,2,10,10,10,4.24264068711928,6.36396103067893
"110",106,3,"AL",2,0,1,71,0,6,4.33333333333333,5,1,0,4,2,10,10,10,3.53553390593274,2.82842712474619
"111",63,7,"AL",6,0,2,49,0,10,4.33333333333333,5,2,12,7,8,9,9,9,2.82842712474619,1.4142135623731
"112",875,8,"AL",8,1,2,28,1,7,6,10,2,15,8,10,10,10,10,2.82842712474619,1.4142135623731
"113",1115,8,"AL",4,1,2,42,0,10,5.33333333333333,10,3,16,7,7,10,10,10,2.82842712474619,3.53553390593274
"114",189,4,"AL",6,0,2,77,0,9,6,10,4,4,0,6,10,10,10,7.07106781186548,6.36396103067893
"115",20,6,"AL",4,1,1,29,0,10,2.66666666666667,7,1,3,0,10,8,10,10,4.94974746830583,6.36396103067893
"116",1029,10,"AL",0,1,2,28,0,10,5.33333333333333,10,1,8,10,10,10,10,10,0,0
"117",471,0,"AL",5,0,1,53,1,10,5.33333333333333,1,1,8,10,5,10,10,10,6.36396103067893,0
"118",1213,2,"AL",1,0,2,56,0,6,3.33333333333333,1,6,17,1,3,10,10,10,4.94974746830583,4.94974746830583
"119",1055,4,"AL",7,1,2,19,0,9,5,7,5,12,1,5,10,10,10,7.07106781186548,7.07106781186548
"120",464,8,"AL",5,1,1,18,0,8,6,10,2,11,10,10,10,10,10,5.65685424949238,0
"121",463,5,"AL",10,1,1,16,0,9,6.66666666666667,10,1,10,10,10,9,10,5,3.53553390593274,5.65685424949238
"122",50,5,"AL",5,0,2,63,0,10,6.33333333333333,0,1,8,2,1,8,7,9,4.94974746830583,2.12132034355964
"123",446,5,"AL",5,0,2,16,0,5,2.33333333333333,1,2,10,6,5,10,9,9,4.24264068711928,4.94974746830583
"124",300,0,"AL",0,1,2,51,0,10,1.33333333333333,8,2,14,2,0,10,10,10,7.07106781186548,7.07106781186548
"125",1168,5,"AL",8,1,2,61,0,8,1,10,4,11,8,10,10,10,10,1.4142135623731,0.707106781186548
"126",461,0,"AL",1,0,2,24,1,10,0.666666666666667,10,6,19,2,0,10,10,10,7.07106781186548,7.07106781186548
"127",386,0,"AL",0,0,1,73,0,5,2.66666666666667,0,2,14,2,0,10,10,10,5.65685424949238,7.07106781186548
"128",385,8,"AL",5,1,1,71,0,6,3.66666666666667,9,3,8,1,7,10,10,10,4.24264068711928,3.53553390593274
"129",997,5,"AL",0,1,2,62,0,10,3.33333333333333,10,1,11,0,10,10,10,10,7.07106781186548,3.53553390593274
"130",488,8,"AL",8,0,1,49,0,3,4.66666666666667,10,4,12,0,7,10,10,10,1.4142135623731,2.12132034355964
"131",294,7,"AL",4,1,1,29,0,8,3.66666666666667,10,5,8,3,4,10,10,10,7.07106781186548,7.07106781186548
"132",595,0,"AL",3,0,1,62,0,5,3.66666666666667,5,2,11,4,6,10,10,10,4.24264068711928,4.94974746830583
"133",166,7,"AL",5,0,2,17,0,3,2,5,8,10,8,6,10,10,8,0,1.4142135623731
"134",163,4,"AL",3,1,1,74,0,7,4,7,2,8,7,1,10,10,10,6.36396103067893,7.07106781186548
"135",452,2,"AL",2,0,1,51,0,8,7,5,3,14,0,3,10,10,10,5.65685424949238,2.82842712474619
"136",182,6,"AL",7,0,2,51,1,10,5.33333333333333,0,3,8,5,10,10,10,10,2.82842712474619,2.12132034355964
"137",778,2,"AL",0,1,1,48,0,3,7.66666666666667,10,4,8,0,0,10,10,10,4.94974746830583,6.36396103067893
"138",1118,3,"AL",3,1,1,45,0,10,2.66666666666667,10,1,8,6,7,10,9,10,4.94974746830583,2.12132034355964
"139",65,2,"AL",0,0,2,46,0,10,2.66666666666667,0,1,8,3,1,10,10,10,5.65685424949238,5.65685424949238
"140",380,7,"AL",5,1,2,79,0,8,2.33333333333333,5,2,0,6,7,10,10,10,4.94974746830583,4.24264068711928
"141",1206,0,"AL",0,0,1,49,1,5,1.66666666666667,5,1,8,0,5,10,10,10,7.07106781186548,7.07106781186548
"142",669,3,"AL",3,0,2,36,0,10,5,5,6,21,0,5,10,10,8,5.65685424949238,4.94974746830583
"143",533,10,"AL",7,1,2,56,1,10,3.33333333333333,10,4,8,5,10,10,10,10,1.4142135623731,0.707106781186548
"144",894,2,"AL",1,0,2,22,1,10,0,0,2,15,0,0,10,10,10,7.07106781186548,7.07106781186548
"145",146,2,"AL",4,0,1,69,0,3,2.66666666666667,2,2,4,0,0,10,8,7,7.07106781186548,7.07106781186548
"146",1051,3,"AL",4,0,1,61,1,3,5.33333333333333,0,2,12,6,5,10,10,10,3.53553390593274,4.24264068711928
"147",101,0,"AL",0,0,2,56,1,7,6,2,2,12,10,0,10,10,10,7.07106781186548,0.707106781186548
"148",617,2,"AL",2,0,1,40,0,8,2.33333333333333,8,2,8,0,0,10,10,10,4.94974746830583,5.65685424949238
"149",442,0,"AL",0,0,1,52,1,10,3.33333333333333,5,1,6,0,0,10,10,8,7.07106781186548,7.07106781186548
"150",228,2,"AL",2,0,1,68,0,7,5.33333333333333,4,4,16,10,10,9,10,10,0,0
"151",693,9,"AL",8,1,1,72,0,10,2.66666666666667,10,1,4,2,5,10,10,10,2.82842712474619,1.4142135623731
"152",424,10,"AL",7,0,2,72,0,10,4.33333333333333,10,10,0,10,10,10,10,10,4.24264068711928,2.12132034355964
"153",1190,2,"AL",4,0,1,26,1,5,0,10,10,15,0,3,10,10,9,7.07106781186548,5.65685424949238
"154",812,5,"AL",6,1,2,31,0,10,4.33333333333333,10,1,12,5,5,10,10,10,3.53553390593274,3.53553390593274
"155",1049,10,"AL",0,0,2,64,0,10,7.66666666666667,10,1,4,10,10,10,10,10,0,3.53553390593274
"156",1096,1,"AL",5,0,2,40,0,6,9,2,1,6,6,9,6,10,10,2.12132034355964,0
"157",338,1,"AL",0,0,2,16,1,10,4.66666666666667,0,1,9,0,2,10,10,8,6.36396103067893,3.53553390593274
"158",554,8,"AL",10,1,2,60,0,9,5,10,8,12,6,9,10,10,10,0,0
"159",1198,1,"AL",0,0,2,63,0,5,1.66666666666667,0,6,12,0,2,10,10,10,7.07106781186548,7.07106781186548
"160",905,5,"AL",1,0,1,39,1,4,2.33333333333333,9,1,11,4,8,10,10,3,3.53553390593274,1.4142135623731
"161",421,5,"AL",4,0,2,37,0,10,5.66666666666667,10,2,12,10,7,10,10,10,4.24264068711928,4.94974746830583
"162",1003,10,"AL",0,0,2,16,0,10,3.33333333333333,0,1,8,0,0,10,10,8,7.07106781186548,2.12132034355964
"163",466,3,"AL",2,0,2,57,0,8,2.66666666666667,0,1,4,0,5,10,10,8,7.07106781186548,7.07106781186548
"164",364,4,"AL",4,0,2,25,0,4,3,7,8,16,0,0,10,10,10,7.07106781186548,4.94974746830583
"165",490,3,"AL",3,1,1,45,0,10,4.66666666666667,10,3,12,2,3,7,4,8,2.82842712474619,2.82842712474619
"166",615,6,"AL",3,0,1,19,0,7,3,7,1,13,7,4,10,10,10,4.94974746830583,2.12132034355964
"167",411,1,"AL",2,0,1,56,1,10,2.33333333333333,2,2,13,0,5,10,10,10,7.07106781186548,7.07106781186548
"168",981,7,"AL",0,0,1,20,0,8,5.33333333333333,0,3,11,5,0,10,10,10,7.07106781186548,5.65685424949238
"169",319,8,"AL",3,0,2,58,0,10,4.33333333333333,2,2,8,2,1,10,10,10,4.24264068711928,3.53553390593274
"170",368,5,"AL",4,0,1,40,0,7,0,10,2,8,7,8,8,6,8,6.36396103067893,2.82842712474619
"171",359,4,"AL",4,0,2,82,0,10,3,9,2,8,4,2,10,10,10,2.82842712474619,1.4142135623731
"172",922,5,"AL",4,0,1,50,0,10,0.666666666666667,5,5,12,3,3,10,10,10,4.94974746830583,2.82842712474619
"173",796,5,"AL",3,0,2,32,1,7,5.33333333333333,0,5,13,7,5,10,10,10,2.12132034355964,1.4142135623731
"174",695,2,"AL",3,1,1,61,0,10,8,10,4,5,0,6,10,10,8,3.53553390593274,2.82842712474619
"175",321,9,"AL",5,1,2,18,1,10,5,10,1,12,3,5,10,10,10,2.82842712474619,3.53553390593274
"176",244,5,"AL",8,0,1,66,0,10,3.66666666666667,7,4,8,1,3,10,10,10,7.07106781186548,4.94974746830583
"177",773,0,"AL",0,0,2,69,0,5,3.33333333333333,0,1,7,0,0,10,10,10,7.07106781186548,7.07106781186548
"178",1120,7,"AL",0,0,1,50,1,10,6.33333333333333,5,1,8,8,10,10,10,10,7.07106781186548,4.94974746830583
"179",706,0,"AL",0,0,2,54,0,9,1.66666666666667,5,6,12,1,4,10,10,10,6.36396103067893,5.65685424949238
"180",392,5,"AL",5,1,2,50,0,5,6.66666666666667,10,5,8,0,10,10,10,10,7.07106781186548,4.94974746830583
"181",572,2,"AL",3,1,2,22,0,10,4,7,8,16,0,5,10,10,10,5.65685424949238,3.53553390593274
"182",932,10,"AL",6,1,2,52,1,10,1.66666666666667,10,1,8,0,5,10,10,10,4.94974746830583,7.07106781186548
"183",565,3,"AL",4,1,2,34,0,2,4.66666666666667,7,8,21,1,4,10,10,10,4.94974746830583,3.53553390593274
"184",382,2,"AL",3,0,1,24,0,8,5.66666666666667,10,3,15,9,5,10,10,10,7.07106781186548,2.12132034355964
"185",694,0,"AL",0,0,1,58,1,10,0.333333333333333,5,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"186",1219,2,"AL",4,0,1,32,1,6,3,5,1,11,1,5,10,10,10,5.65685424949238,4.94974746830583
"187",576,6,"AL",4,1,2,29,0,6,0,7,4,8,1,0,10,10,10,7.07106781186548,4.94974746830583
"188",755,7,"AL",5,1,1,50,1,8,5.33333333333333,8,1,7,8,8,8,8,10,0.707106781186548,1.4142135623731
"189",928,0,"AL",3,0,2,16,0,10,7.33333333333333,5,10,9,0,4,10,5,6,7.07106781186548,0
"190",365,4,"AL",0,0,1,83,0,5,3.66666666666667,0,1,14,0,0,10,10,10,7.07106781186548,7.07106781186548
"191",430,5,"AL",6,1,1,58,0,9,0.666666666666667,9,5,8,2,5,10,10,10,2.82842712474619,2.12132034355964
"192",985,3,"AL",1,0,1,56,0,6,3,5,2,16,1,2,10,10,10,6.36396103067893,7.07106781186548
"193",26,8,"AL",8,1,2,56,0,7,7,0,5,15,6,9,7,8,9,0.707106781186548,0.707106781186548
"194",601,5,"AL",6,1,2,43,0,9,7.66666666666667,10,3,16,0,6,10,10,10,5.65685424949238,4.94974746830583
"195",728,9,"AL",0,0,1,20,0,5,6.66666666666667,4,7,12,5,2,10,8,10,5.65685424949238,3.53553390593274
"196",176,7,"AL",7,0,1,16,0,7,6,8,7,9,6,8,10,10,9,1.4142135623731,2.82842712474619
"197",460,0,"AL",0,0,1,74,0,5,5,3,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"198",827,5,"AL",2,0,2,31,0,2,1.33333333333333,5,2,8,8,2,1,5,7,5.65685424949238,2.82842712474619
"199",381,8,"AL",6,1,1,26,0,7,5.33333333333333,10,5,12,6,7,10,10,10,3.53553390593274,0.707106781186548
"200",662,5,"AL",5,0,2,24,0,5,5,5,3,17,2,6,10,10,10,4.94974746830583,2.82842712474619
"201",552,8,"AL",5,0,2,55,0,2,0,8,8,16,6,8,10,10,10,4.94974746830583,2.12132034355964
"202",236,7,"AL",5,0,2,35,1,7,7,5,3,8,0,10,10,10,10,7.07106781186548,7.07106781186548
"203",1218,0,"AL",0,0,1,50,0,10,0,2,1,13,0,0,10,9,10,7.07106781186548,7.07106781186548
"204",306,1,"AL",5,1,1,74,0,10,6.33333333333333,5,2,8,1,2,10,8,10,6.36396103067893,7.07106781186548
"205",503,5,"AL",0,0,2,53,1,5,7.33333333333333,4,1,8,1,0,10,10,10,5.65685424949238,5.65685424949238
"206",758,5,"AL",5,0,2,43,0,3,2,0,7,16,2,5,10,10,7,4.24264068711928,3.53553390593274
"207",134,1,"AL",2,0,2,41,1,7,7.33333333333333,6,2,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"208",734,7,"AL",3,0,2,51,1,10,6,9,7,12,2,4,10,10,10,5.65685424949238,5.65685424949238
"209",1080,9,"AL",9,0,1,66,1,9,4.66666666666667,10,1,4,0,10,10,10,10,7.07106781186548,1.4142135623731
"210",704,0,"AL",2,0,1,50,0,8,4,2,4,12,1,0,10,10,10,6.36396103067893,7.07106781186548
"211",81,8,"AL",5,0,2,36,0,5,6,5,2,8,3,5,10,10,10,4.94974746830583,4.94974746830583
"212",18,5,"AL",5,1,2,39,0,10,6.66666666666667,6,2,8,4,6,10,10,10,2.82842712474619,2.82842712474619
"213",317,4,"AL",4,0,1,42,1,4,6.66666666666667,6,1,8,7,1,10,10,10,7.07106781186548,7.07106781186548
"214",801,0,"AL",4,0,2,51,0,8,0,2,1,8,3,1,10,10,9,7.07106781186548,6.36396103067893
"215",379,5,"AL",2,0,1,44,1,5,0,0,1,12,0,0,10,10,10,7.07106781186548,5.65685424949238
"216",347,8,"AL",2,1,1,71,0,10,3.66666666666667,10,1,8,0,10,10,10,10,7.07106781186548,7.07106781186548
"217",700,0,"AL",0,0,2,70,0,10,3.66666666666667,0,1,4,0,0,10,10,10,7.07106781186548,7.07106781186548
"218",9,6,"AL",5,0,2,17,0,7,6.66666666666667,5,4,11,7,6,10,10,10,5.65685424949238,2.82842712474619
"219",661,7,"AL",5,0,2,20,1,2,5,5,7,12,5,1,6,10,9,7.07106781186548,3.53553390593274
"220",790,8,"AL",8,1,1,18,0,7,0,10,7,13,4,10,10,8,10,4.94974746830583,5.65685424949238
"221",1092,7,"AL",6,0,1,48,0,4,1,9,1,13,7,8,10,10,10,5.65685424949238,3.53553390593274
"222",857,6,"AL",7,1,1,72,0,2,7,8,4,7,8,6,10,10,10,5.65685424949238,3.53553390593274
"223",751,5,"AL",4,1,1,54,0,5,3.33333333333333,10,2,12,4,8,5,10,8,1.4142135623731,0.707106781186548
"224",383,2,"AL",2,0,1,51,0,8,3,5,4,16,3,6,10,10,10,7.07106781186548,5.65685424949238
"225",657,6,"AL",5,0,2,56,0,3,5.66666666666667,0,4,16,0,0,10,10,10,6.36396103067893,4.94974746830583
"226",522,5,"AL",5,0,1,42,1,5,2.33333333333333,5,2,8,5,9,10,10,10,4.94974746830583,4.24264068711928
"227",649,7,"AL",8,1,1,70,0,4,6.33333333333333,6,8,14,7,8,10,8,8,2.12132034355964,0
"228",332,4,"AL",5,0,2,26,0,10,6.33333333333333,5,2,8,7,10,10,8,10,0,7.07106781186548
"229",1056,0,"AL",0,0,1,24,0,10,0,0,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"230",1180,5,"AL",8,1,1,49,0,8,5.66666666666667,10,8,16,5,10,4,10,5,2.12132034355964,3.53553390593274
