"","idno","stfdem","cntry","SatEcon","incpart","Female","AgeResp","Unemp","Religiosity","SocTrust","LRSP","IncDec","YearsEdu","Crtsame","fairelcc","cttresa","fairelc","gvexpdc","Poverty","Inequality"
"2603",1351,4,"BG",3,0,1,65,0,4,4.33333333333333,6,5,12,3,4,10,10,10,6.36396103067893,4.24264068711928
"2604",2045,5,"BG",0,0,1,39,1,1,2.66666666666667,5,7,15,3,4,10,10,10,2.82842712474619,5.65685424949238
"2605",1332,0,"BG",0,1,2,75,0,6,3.33333333333333,7,1,11,6,2,10,10,10,5.65685424949238,4.24264068711928
"2606",806,3,"BG",2,0,1,75,0,3,1,1,1,11,2,3,10,10,10,5.65685424949238,7.07106781186548
"2607",3913,3,"BG",0,1,2,57,0,5,5.33333333333333,9,1,12,2,5,10,10,10,6.36396103067893,5.65685424949238
"2608",831,3,"BG",2,1,1,33,1,8,1.66666666666667,7,2,8,5,1,10,10,10,7.07106781186548,3.53553390593274
"2609",1286,3,"BG",3,0,2,64,0,5,3.66666666666667,8,1,12,2,2,3,8,9,2.12132034355964,1.4142135623731
"2610",348,6,"BG",0,1,1,51,0,3,4,10,6,11,10,9,10,9,9,3.53553390593274,0.707106781186548
"2611",846,3,"BG",3,0,2,38,0,6,3.66666666666667,9,6,11,1,3,10,8,9,5.65685424949238,6.36396103067893
"2612",1267,3,"BG",2,0,1,84,0,4,2.66666666666667,2,4,12,3,3,8,8,10,4.94974746830583,4.24264068711928
"2613",1263,3,"BG",3,0,1,37,0,4,3.33333333333333,8,8,17,4,2,10,8,10,0.707106781186548,0.707106781186548
"2614",2391,0,"BG",0,1,1,52,0,2,2,4,9,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"2615",1233,5,"BG",1,0,1,53,0,5,3,5,5,8,2,4,10,10,10,6.36396103067893,7.07106781186548
"2616",861,3,"BG",0,0,1,49,0,4,4.33333333333333,5,8,12,0,2,10,10,10,7.07106781186548,7.07106781186548
"2617",3085,6,"BG",2,1,2,74,0,7,5,7,4,8,3,4,10,9,10,2.82842712474619,4.94974746830583
"2618",871,4,"BG",1,0,1,75,0,3,3.66666666666667,3,1,7,5,3,10,10,10,7.07106781186548,7.07106781186548
"2619",884,3,"BG",0,0,1,22,1,2,6,5,1,8,7,5,10,10,10,6.36396103067893,7.07106781186548
"2620",1198,6,"BG",3,0,2,65,0,7,4,4,1,7,0,6,10,8,8,3.53553390593274,4.94974746830583
"2621",891,2,"BG",0,0,1,79,0,3,3.33333333333333,2,1,8,0,2,10,10,10,7.07106781186548,7.07106781186548
"2622",897,5,"BG",1,0,2,22,1,5,2.33333333333333,5,1,8,8,5,10,10,10,5.65685424949238,6.36396103067893
"2623",437,5,"BG",3,1,1,29,0,4,5,7,5,14,3,3,8,10,10,5.65685424949238,4.94974746830583
"2624",898,3,"BG",0,0,1,72,0,4,4,3,1,8,1,5,10,10,10,7.07106781186548,7.07106781186548
"2625",1172,4,"BG",4,0,2,75,0,8,2,1,5,14,2,3,10,10,10,6.36396103067893,5.65685424949238
"2626",1171,0,"BG",0,0,2,75,0,5,2.33333333333333,2,7,14,1,1,10,10,10,6.36396103067893,5.65685424949238
"2627",908,2,"BG",2,0,2,72,0,5,1,2,2,8,0,2,10,10,10,7.07106781186548,5.65685424949238
"2628",924,5,"BG",2,1,2,49,0,9,3.66666666666667,8,7,8,5,5,10,10,10,3.53553390593274,4.94974746830583
"2629",3541,3,"BG",3,0,1,38,1,6,5,5,6,12,2,4,9,9,9,4.24264068711928,4.24264068711928
"2630",1111,1,"BG",0,0,1,59,0,7,1.33333333333333,1,5,11,4,5,10,10,10,6.36396103067893,7.07106781186548
"2631",293,5,"BG",2,0,2,32,0,5,5.66666666666667,6,6,17,0,6,10,9,10,6.36396103067893,7.07106781186548
"2632",1087,0,"BG",0,1,2,78,0,5,1,5,2,4,1,1,9,0,9,7.07106781186548,7.07106781186548
"2633",955,6,"BG",1,1,1,69,0,9,4.33333333333333,10,9,18,0,5,10,10,10,6.36396103067893,7.07106781186548
"2634",1057,0,"BG",0,0,2,65,0,8,2.66666666666667,4,4,11,0,2,10,10,10,7.07106781186548,7.07106781186548
"2635",962,1,"BG",4,0,2,52,0,5,6,0,8,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2636",1055,5,"BG",3,0,1,18,0,3,5,8,10,11,4,6,10,10,10,1.4142135623731,0.707106781186548
"2637",3337,1,"BG",0,1,2,41,0,3,3,5,10,11,2,0,8,10,8,4.94974746830583,5.65685424949238
"2638",862,5,"BG",0,1,1,25,1,5,4.33333333333333,7,1,12,3,5,10,10,10,7.07106781186548,6.36396103067893
"2639",1234,4,"BG",4,0,1,74,0,5,2.66666666666667,6,4,4,2,4,9,8,10,6.36396103067893,6.36396103067893
"2640",1625,0,"BG",1,0,1,71,0,1,5,6,1,7,0,2,10,10,10,7.07106781186548,7.07106781186548
"2641",3808,5,"BG",3,0,1,65,1,5,6,3,1,11,5,10,10,10,10,3.53553390593274,4.24264068711928
"2642",1104,3,"BG",2,0,1,51,0,6,1,7,5,11,1,2,10,10,10,6.36396103067893,7.07106781186548
"2643",1315,1,"BG",2,0,1,53,0,3,8.66666666666667,2,7,12,4,1,10,9,9,7.07106781186548,7.07106781186548
"2644",2997,5,"BG",3,0,2,37,0,6,5.66666666666667,7,2,11,4,6,10,9,9,4.24264068711928,4.24264068711928
"2645",822,0,"BG",1,1,1,40,1,6,0.666666666666667,7,2,11,1,2,10,10,10,7.07106781186548,7.07106781186548
"2646",1481,0,"BG",0,0,1,45,1,7,3,5,3,11,0,0,10,10,8,5.65685424949238,5.65685424949238
"2647",1431,6,"BG",4,0,1,29,0,6,6.66666666666667,5,7,12,2,5,9,8,8,4.24264068711928,4.24264068711928
"2648",1682,3,"BG",1,0,1,48,0,5,5.33333333333333,5,5,12,6,6,10,10,10,6.36396103067893,4.24264068711928
"2649",3466,4,"BG",6,1,1,55,0,5,0,4,1,11,0,5,8,10,8,7.07106781186548,7.07106781186548
"2650",652,2,"BG",0,1,2,60,0,3,1,7,5,12,1,2,10,10,10,7.07106781186548,6.36396103067893
"2651",193,4,"BG",1,0,1,71,0,4,4.66666666666667,5,1,12,4,4,9,9,10,7.07106781186548,7.07106781186548
"2652",3013,5,"BG",5,0,2,16,0,4,6.66666666666667,6,7,7,4,7,9,9,9,3.53553390593274,2.82842712474619
"2653",1773,3,"BG",0,1,2,40,0,5,5,7,8,16,6,7,10,10,10,5.65685424949238,4.94974746830583
"2654",251,3,"BG",2,1,2,51,0,5,5,5,10,16,0,3,9,6,9,6.36396103067893,7.07106781186548
"2655",692,1,"BG",4,0,2,41,0,8,3.33333333333333,6,3,11,2,6,10,10,10,7.07106781186548,7.07106781186548
"2656",1956,5,"BG",4,0,2,40,0,4,4.66666666666667,4,10,16,4,3,8,3,7,2.82842712474619,2.82842712474619
"2657",3404,1,"BG",1,0,1,83,0,5,0.666666666666667,1,7,11,0,3,10,10,9,5.65685424949238,5.65685424949238
"2658",3435,4,"BG",0,0,2,31,1,5,2.66666666666667,5,8,9,0,4,10,10,10,7.07106781186548,7.07106781186548
"2659",43,3,"BG",4,1,2,55,0,6,1.33333333333333,5,8,18,1,7,10,10,9,3.53553390593274,6.36396103067893
"2660",3505,5,"BG",0,0,2,71,0,5,5.66666666666667,5,5,12,0,1,10,10,10,7.07106781186548,7.07106781186548
"2661",2148,1,"BG",1,0,2,35,0,6,4.66666666666667,2,1,11,1,1,10,8,10,5.65685424949238,6.36396103067893
"2662",2978,0,"BG",0,1,1,24,1,8,6.33333333333333,10,1,5,1,0,10,10,10,6.36396103067893,6.36396103067893
"2663",805,3,"BG",2,0,1,50,0,5,1,7,1,12,2,2,10,10,10,7.07106781186548,7.07106781186548
"2664",608,3,"BG",2,0,2,59,0,10,5.33333333333333,3,1,8,2,3,10,10,10,4.94974746830583,4.94974746830583
"2665",1967,5,"BG",2,1,2,70,0,7,3.66666666666667,7,1,11,0,6,10,10,10,2.82842712474619,2.12132034355964
"2666",3225,5,"BG",4,1,2,34,0,4,5.66666666666667,7,9,16,3,6,9,8,10,4.94974746830583,4.94974746830583
"2667",1697,6,"BG",1,0,1,73,0,8,4.33333333333333,6,8,12,6,6,10,10,10,6.36396103067893,5.65685424949238
"2668",503,1,"BG",0,0,1,71,0,1,3,2,10,12,3,5,10,10,7,7.07106781186548,3.53553390593274
"2669",1426,2,"BG",2,0,2,69,0,5,2.33333333333333,3,2,8,0,2,10,10,10,7.07106781186548,4.94974746830583
"2670",221,0,"BG",0,0,1,29,1,5,3.66666666666667,5,10,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"2671",487,2,"BG",2,0,1,77,0,3,3,5,10,12,0,1,10,10,9,7.07106781186548,7.07106781186548
"2672",178,1,"BG",1,0,1,70,0,9,4,2,4,15,2,0,9,10,10,4.94974746830583,6.36396103067893
"2673",103,5,"BG",2,1,1,54,0,5,3.33333333333333,5,3,12,3,0,10,9,10,4.24264068711928,5.65685424949238
"2674",2407,0,"BG",0,0,2,47,1,7,8.66666666666667,5,10,13,0,0,10,10,10,7.07106781186548,3.53553390593274
"2675",2348,6,"BG",5,0,1,78,0,7,6,10,2,16,0,7,10,10,10,3.53553390593274,3.53553390593274
"2676",2584,5,"BG",3,0,1,83,0,5,3,3,1,7,5,5,5,5,5,0,0
"2677",1032,1,"BG",2,0,2,73,0,10,4,6,1,4,3,4,10,10,9,5.65685424949238,6.36396103067893
"2678",2642,5,"BG",2,0,1,53,0,7,2,5,7,12,1,1,10,9,10,6.36396103067893,6.36396103067893
"2679",1433,6,"BG",3,0,2,67,0,8,6.33333333333333,7,6,17,2,5,9,7,9,3.53553390593274,4.24264068711928
"2680",425,5,"BG",2,0,2,78,0,6,6.66666666666667,5,1,12,4,10,10,10,9,7.07106781186548,7.07106781186548
"2681",3227,5,"BG",3,1,2,27,0,4,6.66666666666667,6,9,16,4,7,9,8,8,3.53553390593274,0
"2682",3597,5,"BG",2,0,2,76,0,3,1,1,1,7,5,1,10,10,10,7.07106781186548,7.07106781186548
"2683",875,3,"BG",1,0,2,78,0,3,4,4,1,8,2,4,6,10,10,7.07106781186548,6.36396103067893
"2684",2966,4,"BG",4,0,2,45,0,5,2.33333333333333,5,7,11,5,8,10,10,10,5.65685424949238,4.94974746830583
"2685",1908,0,"BG",0,0,2,54,0,5,2.33333333333333,4,7,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2686",711,0,"BG",10,0,1,40,0,7,5.66666666666667,0,1,10,10,0,10,10,10,7.07106781186548,7.07106781186548
"2687",777,2,"BG",2,0,2,35,0,7,2,5,1,12,2,3,10,10,10,7.07106781186548,7.07106781186548
"2688",536,2,"BG",0,1,1,62,0,3,3,5,7,12,2,2,10,10,10,4.24264068711928,1.4142135623731
"2689",253,3,"BG",2,0,2,53,0,4,5.66666666666667,5,7,20,0,4,10,10,10,5.65685424949238,6.36396103067893
"2690",3082,4,"BG",3,0,1,31,0,6,3.66666666666667,7,10,16,4,6,10,9,10,2.82842712474619,6.36396103067893
"2691",2848,0,"BG",0,1,2,25,0,5,3.33333333333333,5,9,18,10,10,10,10,10,6.36396103067893,7.07106781186548
"2692",2814,5,"BG",5,1,2,31,0,5,4.33333333333333,7,10,17,1,7,10,10,10,4.94974746830583,5.65685424949238
"2693",902,3,"BG",2,0,2,66,0,4,3,3,4,11,3,2,10,10,10,6.36396103067893,7.07106781186548
"2694",3462,1,"BG",1,0,1,62,0,6,0,5,3,12,10,1,10,10,10,3.53553390593274,2.82842712474619
"2695",3432,5,"BG",1,0,2,80,0,8,7.33333333333333,1,1,3,0,4,10,10,7,5.65685424949238,5.65685424949238
"2696",238,4,"BG",3,0,1,48,0,2,5.33333333333333,4,9,16,1,9,9,9,8,2.82842712474619,4.94974746830583
"2697",1417,2,"BG",1,0,1,51,1,1,3.33333333333333,8,1,11,0,4,10,10,10,7.07106781186548,7.07106781186548
"2698",3773,0,"BG",0,0,2,46,0,7,4.66666666666667,4,9,17,0,2,10,10,7,7.07106781186548,4.94974746830583
"2699",2841,1,"BG",1,0,2,55,0,10,4.33333333333333,5,8,14,3,4,10,10,10,5.65685424949238,6.36396103067893
"2700",1033,3,"BG",3,1,2,36,0,4,3.66666666666667,6,1,12,3,3,9,10,8,4.24264068711928,4.24264068711928
"2701",982,4,"BG",2,0,2,62,0,9,5,2,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"2702",381,5,"BG",0,1,1,43,1,3,4,5,1,12,0,6,10,10,10,7.07106781186548,7.07106781186548
"2703",281,4,"BG",1,1,1,38,0,3,5,7,10,17,1,7,10,9,9,4.94974746830583,5.65685424949238
"2704",2388,3,"BG",1,0,2,64,0,6,4.33333333333333,5,6,17,8,4,10,10,10,5.65685424949238,5.65685424949238
"2705",138,0,"BG",1,0,1,70,0,3,4,0,1,7,0,0,10,10,10,7.07106781186548,7.07106781186548
"2706",2653,4,"BG",1,0,1,77,0,5,1.33333333333333,2,7,8,0,1,10,8,10,7.07106781186548,7.07106781186548
"2707",1086,3,"BG",0,0,2,49,0,1,5.33333333333333,5,8,16,5,1,10,10,10,4.94974746830583,4.94974746830583
"2708",397,0,"BG",0,0,2,44,0,2,0.666666666666667,5,9,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2709",2586,5,"BG",5,0,2,36,0,3,2,5,1,8,3,5,9,10,9,2.82842712474619,2.82842712474619
"2710",1181,1,"BG",1,0,2,58,0,5,5.33333333333333,1,5,15,5,0,10,10,10,5.65685424949238,6.36396103067893
"2711",1617,4,"BG",3,1,2,55,0,10,2,9,3,17,0,4,10,10,9,4.24264068711928,4.24264068711928
"2712",1698,6,"BG",0,1,1,65,0,5,5.33333333333333,9,7,11,1,6,10,10,10,5.65685424949238,6.36396103067893
"2713",254,4,"BG",2,0,1,28,0,4,5,9,10,17,1,4,10,10,8,6.36396103067893,5.65685424949238
"2714",2525,3,"BG",2,0,2,29,0,3,4.66666666666667,5,8,12,0,9,10,10,9,7.07106781186548,6.36396103067893
"2715",804,4,"BG",2,0,2,50,1,9,1.33333333333333,1,1,8,0,2,10,10,10,7.07106781186548,7.07106781186548
"2716",3081,3,"BG",1,0,1,40,0,6,3.66666666666667,6,10,19,2,1,10,10,9,4.94974746830583,6.36396103067893
"2717",1242,2,"BG",2,0,1,41,0,7,8.66666666666667,7,8,12,4,3,10,9,7,5.65685424949238,6.36396103067893
"2718",3401,1,"BG",1,0,2,41,0,10,1.66666666666667,5,9,11,2,1,9,10,9,1.4142135623731,2.82842712474619
"2719",3512,4,"BG",4,0,1,35,0,4,3.66666666666667,9,9,12,3,5,9,9,9,3.53553390593274,4.24264068711928
"2720",286,4,"BG",6,0,2,53,0,4,4.66666666666667,4,5,17,0,4,9,9,7,5.65685424949238,6.36396103067893
"2721",3883,7,"BG",6,1,1,29,0,7,5.33333333333333,7,10,17,8,7,10,10,10,0.707106781186548,0.707106781186548
"2722",2004,2,"BG",1,0,2,78,0,4,5.66666666666667,8,2,8,1,2,10,10,10,5.65685424949238,6.36396103067893
"2723",1012,0,"BG",0,0,1,71,0,5,2,3,1,16,3,3,10,10,10,7.07106781186548,7.07106781186548
"2724",1485,4,"BG",0,0,1,72,0,5,5,5,2,9,10,10,10,10,10,0,0
"2725",2408,5,"BG",1,0,2,35,1,7,2.33333333333333,2,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"2726",2623,4,"BG",0,0,2,45,1,2,4,0,4,12,1,1,10,10,10,7.07106781186548,6.36396103067893
"2727",3133,4,"BG",1,0,2,23,0,3,3,5,6,12,0,2,10,10,10,7.07106781186548,5.65685424949238
"2728",2406,4,"BG",0,0,2,73,0,7,5,0,10,11,5,4,10,10,10,1.4142135623731,4.24264068711928
"2729",2272,4,"BG",2,1,1,77,0,5,2,6,1,11,5,5,9,8,9,4.24264068711928,1.4142135623731
"2730",2633,0,"BG",0,0,1,66,0,2,4.66666666666667,0,1,11,1,1,10,10,10,6.36396103067893,6.36396103067893
"2731",1862,4,"BG",2,1,2,64,0,6,8.33333333333333,9,6,14,2,10,10,10,10,5.65685424949238,0
"2732",1391,4,"BG",3,1,2,56,0,4,2,5,2,11,2,3,10,10,10,5.65685424949238,7.07106781186548
"2733",1936,4,"BG",2,0,2,67,0,8,8.33333333333333,4,3,8,3,5,10,10,10,4.94974746830583,4.94974746830583
"2734",3578,5,"BG",6,1,2,41,0,8,4,8,10,11,1,5,10,10,10,5.65685424949238,5.65685424949238
"2735",2163,6,"BG",6,0,2,38,0,5,6.33333333333333,9,9,11,0,7,10,8,7,2.12132034355964,1.4142135623731
"2736",2626,2,"BG",0,0,1,19,0,4,1.66666666666667,5,5,11,1,1,10,10,10,6.36396103067893,6.36396103067893
"2737",1158,5,"BG",5,0,2,73,0,8,3,4,1,8,5,5,7,7,7,1.4142135623731,1.4142135623731
"2738",1434,7,"BG",3,0,1,65,0,6,7,7,4,12,4,7,10,7,9,2.82842712474619,0.707106781186548
"2739",2592,0,"BG",1,0,2,71,0,5,1.33333333333333,5,1,12,0,4,10,9,9,6.36396103067893,6.36396103067893
"2740",2645,4,"BG",4,0,2,18,0,5,4,5,3,10,2,2,10,10,10,7.07106781186548,7.07106781186548
"2741",1212,3,"BG",4,0,2,32,0,6,7.33333333333333,5,9,16,0,5,10,7,10,3.53553390593274,3.53553390593274
"2742",3514,3,"BG",3,0,1,47,0,3,3.33333333333333,7,9,12,10,10,10,8,10,7.07106781186548,7.07106781186548
"2743",1632,1,"BG",1,0,2,34,0,5,4.66666666666667,6,3,12,1,4,10,10,10,7.07106781186548,6.36396103067893
"2744",311,0,"BG",0,0,1,42,0,5,1.66666666666667,5,9,12,6,5,10,10,8,4.94974746830583,4.94974746830583
"2745",1232,4,"BG",2,0,1,56,0,3,4.33333333333333,5,3,8,1,4,10,8,8,4.94974746830583,3.53553390593274
"2746",3521,2,"BG",2,0,2,51,0,3,2.66666666666667,5,10,17,10,10,10,9,10,6.36396103067893,0.707106781186548
"2747",933,0,"BG",0,0,2,89,0,10,5,0,1,12,1,3,10,10,10,6.36396103067893,6.36396103067893
"2748",2644,7,"BG",1,0,1,55,1,8,1.66666666666667,5,1,11,0,0,10,8,10,4.94974746830583,7.07106781186548
"2749",2625,3,"BG",1,0,2,52,0,7,3.33333333333333,4,1,11,1,2,10,10,10,6.36396103067893,6.36396103067893
"2750",3034,1,"BG",1,0,2,35,0,7,4.33333333333333,6,10,20,3,0,10,10,10,2.82842712474619,2.82842712474619
"2751",3511,3,"BG",4,0,1,42,0,4,4.66666666666667,8,10,12,10,10,10,9,10,4.94974746830583,5.65685424949238
"2752",2223,3,"BG",4,0,2,42,1,3,7.33333333333333,5,5,11,1,4,10,10,10,6.36396103067893,6.36396103067893
"2753",2204,2,"BG",1,0,1,40,0,4,4,9,7,11,3,8,10,9,10,6.36396103067893,4.24264068711928
"2754",2262,4,"BG",2,0,1,57,0,2,5,7,9,16,2,6,10,10,10,0.707106781186548,2.12132034355964
"2755",3562,2,"BG",2,1,2,31,0,9,4.33333333333333,10,8,12,0,8,10,10,10,7.07106781186548,7.07106781186548
"2756",234,4,"BG",4,0,2,39,1,5,4.33333333333333,5,8,11,1,3,10,9,9,6.36396103067893,6.36396103067893
"2757",2741,2,"BG",1,0,1,30,1,4,2.33333333333333,5,1,12,0,4,10,10,10,7.07106781186548,7.07106781186548
"2758",591,3,"BG",1,1,2,41,1,3,4.66666666666667,8,1,11,2,4,10,10,10,6.36396103067893,6.36396103067893
"2759",3625,8,"BG",0,0,1,81,0,8,2.33333333333333,5,2,6,0,5,10,10,10,7.07106781186548,7.07106781186548
"2760",2263,5,"BG",4,0,1,57,0,2,5,7,10,17,3,5,10,10,10,1.4142135623731,2.12132034355964
"2761",3494,5,"BG",5,1,2,40,0,8,5,10,10,17,7,4,10,10,9,3.53553390593274,3.53553390593274
"2762",813,2,"BG",2,0,1,55,0,4,3.33333333333333,5,3,11,2,2,10,8,7,5.65685424949238,5.65685424949238
"2763",624,5,"BG",3,1,2,68,0,7,4.33333333333333,5,3,14,3,2,10,10,10,5.65685424949238,7.07106781186548
"2764",2996,5,"BG",4,0,2,40,0,5,5.33333333333333,5,8,12,4,7,9,7,10,4.24264068711928,4.24264068711928
"2765",2913,3,"BG",1,0,1,67,0,6,6,7,8,14,1,3,10,10,8,2.82842712474619,2.82842712474619
"2766",3003,5,"BG",4,0,1,75,0,5,3,4,2,8,4,5,9,7,9,4.24264068711928,4.24264068711928
"2767",1902,5,"BG",3,1,2,44,1,7,2,7,2,17,1,2,10,10,10,7.07106781186548,7.07106781186548
"2768",3063,4,"BG",4,0,2,60,1,5,4,7,1,16,5,6,10,10,10,4.24264068711928,5.65685424949238
"2769",942,5,"BG",1,1,2,45,0,1,3,7,5,17,0,5,10,10,10,7.07106781186548,7.07106781186548
"2770",3261,1,"BG",0,0,2,33,0,8,4.33333333333333,5,6,18,0,0,10,5,10,7.07106781186548,7.07106781186548
"2771",2591,5,"BG",2,0,2,74,0,4,2.33333333333333,1,7,11,1,5,9,10,9,5.65685424949238,5.65685424949238
"2772",2386,5,"BG",4,1,2,60,1,4,3.66666666666667,5,1,11,10,9,10,10,10,4.24264068711928,5.65685424949238
"2773",3608,1,"BG",1,1,1,32,0,3,3,5,5,12,0,2,10,10,6,7.07106781186548,3.53553390593274
"2774",3252,4,"BG",4,1,1,33,0,4,5,6,7,12,5,7,10,8,10,4.24264068711928,4.24264068711928
"2775",3914,5,"BG",2,0,2,52,0,1,5.66666666666667,5,4,16,2,7,10,10,10,5.65685424949238,6.36396103067893
"2776",3041,5,"BG",4,0,2,80,0,7,2.33333333333333,5,1,12,5,9,10,10,9,2.82842712474619,3.53553390593274
"2777",477,5,"BG",5,0,1,55,0,2,5.66666666666667,5,10,14,7,6,7,7,4,0,1.4142135623731
"2778",662,8,"BG",0,0,2,79,0,5,5.33333333333333,0,1,11,1,3,10,10,10,5.65685424949238,4.94974746830583
"2779",1964,4,"BG",1,1,1,63,0,4,4.33333333333333,9,5,11,1,5,10,10,10,4.24264068711928,0
"2780",1376,3,"BG",0,0,2,53,0,8,1.33333333333333,5,6,12,2,5,10,8,9,4.24264068711928,4.94974746830583
"2781",285,5,"BG",1,0,2,47,0,4,5,5,9,12,0,5,10,10,9,5.65685424949238,6.36396103067893
"2782",848,4,"BG",1,0,2,35,1,6,4.33333333333333,5,2,11,2,2,10,9,10,4.94974746830583,6.36396103067893
"2783",132,0,"BG",1,1,2,69,0,7,0.333333333333333,5,1,10,0,0,10,10,8,5.65685424949238,6.36396103067893
"2784",1297,3,"BG",3,0,2,66,0,5,2.66666666666667,6,1,10,5,9,10,7,9,5.65685424949238,4.94974746830583
"2785",162,0,"BG",1,0,2,63,0,8,0.666666666666667,2,1,11,2,2,10,10,8,5.65685424949238,7.07106781186548
"2786",1238,2,"BG",2,0,1,50,0,3,2.66666666666667,5,1,10,1,2,10,9,10,5.65685424949238,7.07106781186548
"2787",3342,0,"BG",0,0,2,66,0,4,0.333333333333333,5,1,11,0,1,10,10,10,7.07106781186548,7.07106781186548
"2788",2962,2,"BG",1,0,2,56,1,5,1.66666666666667,4,5,13,5,3,10,10,10,4.94974746830583,4.94974746830583
"2789",111,0,"BG",1,0,2,67,0,8,3.33333333333333,2,2,7,0,1,10,10,10,7.07106781186548,7.07106781186548
"2790",2643,3,"BG",1,0,1,51,0,5,4.33333333333333,5,5,11,1,2,10,10,10,6.36396103067893,6.36396103067893
"2791",68,3,"BG",1,1,2,25,0,7,0.666666666666667,8,2,17,0,3,10,10,10,4.94974746830583,7.07106781186548
"2792",3858,1,"BG",1,0,2,40,1,2,3.66666666666667,5,1,3,10,2,10,9,9,6.36396103067893,6.36396103067893
"2793",2902,4,"BG",4,0,2,33,0,3,4,5,10,17,0,3,10,10,10,2.12132034355964,2.12132034355964
"2794",1833,5,"BG",4,1,2,79,0,5,5.33333333333333,7,1,11,0,4,10,9,10,3.53553390593274,2.12132034355964
"2795",775,2,"BG",2,0,1,32,0,3,2,9,5,12,2,3,10,10,10,5.65685424949238,5.65685424949238
"2796",774,3,"BG",3,1,2,42,0,7,2.33333333333333,8,6,12,2,2,10,8,10,5.65685424949238,5.65685424949238
"2797",2312,5,"BG",0,0,2,67,0,9,2.66666666666667,3,1,11,4,2,10,10,10,6.36396103067893,6.36396103067893
"2798",1882,2,"BG",3,1,1,58,0,3,2.33333333333333,6,7,10,5,8,10,10,10,4.94974746830583,3.53553390593274
"2799",3602,5,"BG",0,1,1,78,0,5,3.66666666666667,5,2,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2800",1282,3,"BG",4,1,1,67,0,5,3.33333333333333,9,5,12,3,9,6,8,10,0.707106781186548,4.24264068711928
"2801",894,5,"BG",3,0,2,81,0,6,3,3,1,2,5,5,10,10,10,5.65685424949238,5.65685424949238
"2802",823,4,"BG",2,0,1,68,0,2,1.33333333333333,5,6,8,0,5,10,10,10,6.36396103067893,7.07106781186548
"2803",1565,4,"BG",0,0,1,79,0,5,2,5,1,7,0,5,10,10,10,7.07106781186548,7.07106781186548
"2804",2612,0,"BG",0,0,2,49,1,2,5.66666666666667,0,1,12,1,1,10,10,10,6.36396103067893,6.36396103067893
"2805",1103,5,"BG",4,0,2,43,0,8,3.33333333333333,5,4,11,0,5,10,10,10,7.07106781186548,6.36396103067893
"2806",681,0,"BG",0,0,2,57,0,1,2,5,7,12,2,4,10,10,10,5.65685424949238,7.07106781186548
"2807",3925,4,"BG",4,0,2,54,0,4,3.33333333333333,4,6,19,4,1,4,3,3,2.12132034355964,1.4142135623731
"2808",2238,4,"BG",3,0,1,74,0,3,5,4,1,14,2,5,10,10,10,3.53553390593274,4.24264068711928
"2809",584,5,"BG",3,1,2,36,0,7,6,6,10,16,0,5,10,9,10,7.07106781186548,6.36396103067893
"2810",3111,3,"BG",1,0,1,56,0,6,0.333333333333333,7,10,12,4,2,10,9,9,4.94974746830583,4.24264068711928
"2811",1665,5,"BG",0,1,2,54,0,6,5,8,3,14,9,5,10,10,10,6.36396103067893,4.94974746830583
"2812",3255,5,"BG",4,1,1,35,0,5,5.33333333333333,7,7,16,4,7,10,8,10,4.24264068711928,4.94974746830583
"2813",3394,5,"BG",2,0,1,62,0,4,3,5,6,11,2,2,5,3,4,0.707106781186548,0.707106781186548
"2814",817,3,"BG",2,0,1,60,0,6,3,5,5,12,1,3,10,7,10,5.65685424949238,4.94974746830583
"2815",947,5,"BG",2,1,2,82,0,8,5,7,1,12,5,5,10,10,10,5.65685424949238,7.07106781186548
"2816",2627,0,"BG",0,0,2,48,0,2,3,0,5,12,1,1,10,10,10,7.07106781186548,6.36396103067893
"2817",3651,1,"BG",3,1,2,30,1,2,4.33333333333333,5,6,12,10,10,10,10,10,0,0
"2818",321,5,"BG",5,0,2,54,0,6,6.33333333333333,6,3,12,6,7,7,10,7,2.82842712474619,2.12132034355964
"2819",317,2,"BG",2,1,1,45,0,4,4,6,8,11,4,4,10,10,10,6.36396103067893,6.36396103067893
"2820",222,1,"BG",1,1,1,47,0,1,1.66666666666667,5,7,15,7,7,10,10,10,7.07106781186548,4.94974746830583
"2821",2613,1,"BG",0,0,1,73,0,2,3.33333333333333,0,1,4,1,1,10,10,10,6.36396103067893,6.36396103067893
"2822",533,4,"BG",5,0,1,47,0,5,3.66666666666667,8,8,17,3,2,9,9,9,3.53553390593274,4.24264068711928
"2823",2678,2,"BG",2,0,1,60,0,3,3,9,10,16,1,3,10,10,7,0.707106781186548,0.707106781186548
"2824",315,3,"BG",2,1,2,47,0,6,4,5,9,16,6,7,10,10,7,5.65685424949238,5.65685424949238
"2825",364,5,"BG",2,0,2,70,0,7,7,5,1,7,3,8,10,6,8,6.36396103067893,7.07106781186548
